,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
21580,Still In The Game,Steve Winwood,0.642,0.748,2,-10.116,1,0.027,0.364,0.301,0.222,0.935,134.733,290840,4,54.86821,14,1,80
21581,Caribbean Queen (No More Love On The Run),Billy Ocean,0.785,0.671,5,-7.047,1,0.0267,0.176,6.45e-05,0.0955,0.95,113.805,244440,4,49.55732,11,1,80
21584,Dirty Laundry,Don Henley,0.756,0.773,5,-6.65,0,0.0306,0.0848,0.00256,0.0792,0.954,98.384,336800,4,37.88674,12,1,80
21585,One Vision,Queen,0.46,0.922,2,-7.388,1,0.264,0.0449,0.000252,0.34,0.328,119.961,311027,4,19.5359,12,1,80
21589,Fade Away,Bruce Springsteen,0.562,0.506,2,-9.148,1,0.0257,0.0191,2.31e-06,0.33,0.715,105.745,281360,4,46.60538,11,1,80
21592,Spice Of Life,The Manhattan Transfer,0.763,0.701,5,-9.51,1,0.0461,0.143,0.0,0.198,0.806,109.974,222133,4,31.97292,10,1,80
21593,Ooo La La La,Teena Marie,0.534,0.58,5,-10.488,1,0.0368,0.329,0.0,0.128,0.637,173.417,317133,4,44.74021,15,1,80
21595,I Want To Be Your Man,Roger,0.557,0.607,5,-9.316,0,0.0551,0.0376,0.0,0.0635,0.457,81.648,249867,4,18.77884,12,1,80
21597,Goodbye Is Forever,Arcadia,0.695,0.552,0,-9.077,1,0.0319,0.0525,2.7e-06,0.129,0.835,103.348,228560,4,19.9445,11,1,80
21598,Leave It,Yes,0.663,0.898,5,-4.828,1,0.0425,0.528,0.000216,0.27,0.628,100.033,253800,4,41.40276,7,1,80
21602,Heaven Help Me,Deon Estus With George Michael,0.596,0.443,7,-16.695,1,0.0337,0.496,0.000443,0.104,0.743,92.255,280999,4,43.95083,12,1,80
21604,I Won't Hold You Back,Toto,0.539,0.306,0,-15.067,0,0.0265,0.404,0.0,0.0608,0.0637,102.247,293307,4,30.36359,13,1,80
21605,It's Not Over ('til It's Over),Starship,0.602,0.839,6,-6.452,1,0.101,0.00541,1.85e-06,0.151,0.58,129.091,257333,4,44.98695,11,1,80
21607,Go See The Doctor,Kool Moe Dee,0.781,0.447,10,-13.725,0,0.195,0.00502,0.000804,0.0352,0.736,89.264,333787,4,40.48067,16,1,80
21610,Opposites Attract,Paula Abdul (Duet With The Wild Pair),0.783,0.842,1,-8.838,1,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,265373,4,25.97184,12,1,80
21611,Walking Down Your Street,The Bangles,0.647,0.821,0,-7.062,1,0.0289,0.0155,2.06e-05,0.128,0.864,149.879,183267,4,19.46997,9,1,80
21612,Let's Go 'round Again,Average White Band,0.619,0.943,9,-5.172,0,0.0552,0.0629,1.96e-05,0.969,0.784,131.182,336093,4,80.35562,9,1,80
21613,Blessed Are The Believers,Anne Murray,0.489,0.465,9,-9.444,1,0.0244,0.124,0.0,0.0728,0.358,90.544,161533,4,32.54128,9,1,80
21616,Love In An Elevator,Aerosmith,0.449,0.961,4,-4.305,1,0.0701,0.00854,0.00276,0.343,0.602,93.956,321827,4,37.51102,13,1,80
21618,She Looks A Lot Like You,Clocks,0.491,0.837,4,-5.19,0,0.0441,0.143,0.00456,0.284,0.766,128.002,151901,4,22.47409,9,1,80
21619,Muscles,Diana Ross,0.7,0.387,5,-12.577,0,0.0542,0.267,0.000349,0.307,0.31,82.436,277960,4,31.32969,14,1,80
21620,Kiss Me Deadly,Lita Ford,0.468,0.743,0,-10.846,1,0.0326,0.00819,7.88e-05,0.369,0.648,156.103,241800,4,39.41002,10,1,80
21621,Star,"Earth, Wind & Fire",0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160,4,22.05377,10,1,80
21623,The Lucky One,Laura Branigan,0.873,0.628,0,-12.934,0,0.0413,0.346,0.146,0.0309,0.4,122.016,249867,4,41.79118,11,1,80
21625,Someone Could Lose A Heart Tonight,Eddie Rabbitt,0.808,0.511,10,-9.474,0,0.0725,0.327,0.00104,0.0538,0.588,128.66,206827,4,57.13527,9,1,80
21628,(Believed You Were) Lucky,'Til Tuesday,0.612,0.523,5,-11.425,1,0.0321,0.448,1.59e-06,0.0727,0.495,124.315,216973,4,23.80159,10,1,80
21633,Take It On The Run,REO Speedwagon,0.371,0.758,7,-5.679,1,0.036,0.0958,0.0,0.116,0.452,77.81,239680,4,23.37595,12,1,80
21635,The Way To Your Heart,Soulsister,0.728,0.652,10,-9.177,0,0.0245,0.244,1.59e-06,0.125,0.718,98.706,228293,4,37.47006,11,1,80
21636,In The Mood,Robert Plant,0.613,0.712,7,-7.53,1,0.0269,0.109,0.116,0.0925,0.258,101.636,322640,4,33.39237,14,1,80
21639,"Tonight, Tonight, Tonight",Genesis,0.571,0.502,7,-14.405,1,0.0303,0.0158,0.014,0.0849,0.316,98.058,530560,4,59.48133,20,1,80
21642,Money$ Too Tight (To Mention),Simply Red,0.735,0.83,11,-5.644,0,0.0278,0.216,0.00596,0.0677,0.863,113.372,247160,4,24.72028,16,1,80
21643,Same Old Lang Syne,Dan Fogelberg,0.457,0.355,0,-12.7,1,0.0284,0.792,1.85e-05,0.225,0.291,108.101,315733,4,53.63108,13,1,80
21644,Front Page Story,Neil Diamond,0.45,0.343,3,-18.11,1,0.04,0.525,0.00288,0.0544,0.311,135.429,269773,4,45.82199,12,1,80
21645,The Love In Your Eyes,Eddie Money,0.627,0.712,0,-12.371,1,0.0406,0.156,1.48e-06,0.424,0.718,97.921,246627,4,38.72599,12,1,80
21646,Rockin' Into The Night,38 Special,0.659,0.505,0,-12.773,1,0.0302,0.053,0.0,0.0544,0.879,128.295,241227,4,31.61595,13,1,80
21647,Lost In Love,Air Supply,0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-05,0.11,0.436,114.36,233867,4,30.30179,12,1,80
21648,Carrie,Europe,0.457,0.487,7,-7.112,1,0.0266,0.113,2.37e-06,0.358,0.139,136.596,272133,4,54.61979,10,1,80
21652,Stray Cat Strut,Stray Cats,0.679,0.609,0,-9.482,0,0.0347,0.0957,0.00113,0.0474,0.695,132.467,198000,4,26.02576,11,1,80
21653,Smooth Operator,Sade,0.734,0.581,9,-6.619,0,0.032,0.24,0.000585,0.0298,0.962,119.337,258693,4,25.67218,11,1,80
21654,19,Paul Hardcastle,0.753,0.897,11,-8.54,1,0.073,0.00281,0.73,0.351,0.937,117.937,210853,4,41.82115,10,1,80
21655,Key Largo,Bertie Higgins,0.503,0.659,0,-6.829,1,0.0356,0.443,0.0,0.153,0.33,101.668,198947,4,21.74949,9,1,80
21656,No One Like You,Scorpions,0.511,0.624,9,-10.424,0,0.0403,0.0144,2.37e-05,0.128,0.807,118.193,237467,4,46.23095,9,1,80
21657,Sad Hearts,Four Tops,0.682,0.561,9,-9.726,1,0.0285,0.176,0.0,0.092,0.788,107.474,175093,4,38.2467,8,1,80
21659,Masquerade,Berlin,0.537,0.48,5,-17.777,1,0.0377,0.000786,6.11e-05,0.0927,0.751,153.715,248107,4,38.30893,9,1,80
21660,What's The Matter Here?,"10,000 Maniacs",0.586,0.566,9,-16.305,1,0.0398,0.011,0.000124,0.0741,0.585,99.98,289027,4,36.97165,10,1,80
21662,Celebrate Youth,Rick Springfield,0.61,0.895,0,-12.273,0,0.0411,0.00265,0.000394,0.404,0.75,109.663,232840,4,62.78019,8,1,80
21664,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,255733,4,32.08244,12,1,80
21665,It Takes Time,The Marshall Tucker Band,0.404,0.893,7,-4.383,1,0.115,0.429,7.62e-06,0.81,0.537,89.421,223760,4,24.49024,11,1,80
21666,We Two,Little River Band,0.709,0.647,11,-7.637,1,0.028,0.0909,6.7e-05,0.224,0.369,126.022,275880,4,31.39519,15,1,80
21668,You Are In My System,The System,0.843,0.46,10,-13.512,0,0.054,0.00891,0.00247,0.132,0.84,109.123,357812,4,41.96994,14,1,80
21670,Staying Together,Debbie Gibson,0.702,0.757,4,-9.129,1,0.0338,0.164,0.000441,0.123,0.97,136.622,244200,4,32.24522,11,1,80
21671,Rocket 2 U,The Jets,0.889,0.651,2,-7.264,0,0.0437,0.0312,0.00909,0.0739,0.967,119.784,258093,4,50.99439,12,1,80
21677,Just As I Am,Air Supply,0.412,0.53,2,-6.912,1,0.0249,0.219,0.0,0.121,0.551,76.262,283000,4,39.92105,14,1,80
21680,Let's Hang On,Barry Manilow,0.597,0.805,8,-9.405,1,0.0631,0.0791,0.0,0.0807,0.753,135.465,192760,4,38.94081,10,1,80
21682,The Jam Was Moving,Debbie Harry,0.815,0.546,9,-10.0,1,0.0534,0.386,2.24e-05,0.085,0.963,124.306,178533,4,49.76965,7,1,80
21683,Carrie,Cliff Richard,0.888,0.355,7,-14.03,0,0.0793,0.0651,0.000978,0.0881,0.605,114.186,207627,4,81.84408,9,1,80
21685,Let's Hear It For The Boy,Deniece Williams,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,262440,4,23.56073,13,1,80
21689,A View To A Kill,Duran Duran,0.706,0.814,1,-5.405,1,0.0569,0.0159,0.0,0.262,0.778,125.472,217693,4,21.74955,10,1,80
21691,Radio Free Europe,R.E.M.,0.367,0.685,4,-14.831,1,0.0464,0.00304,0.0476,0.109,0.854,154.953,245200,4,37.31621,13,1,80
21693,When The Heart Rules The Mind,GTR,0.533,0.818,2,-8.47,1,0.0517,0.169,0.000432,0.215,0.335,137.218,328956,4,37.45456,13,1,80
21694,Endless Nights,Eddie Money,0.633,0.61,6,-9.935,1,0.0316,0.238,0.000174,0.0696,0.688,111.55,203760,4,40.37324,8,1,80
21695,Send Me An Angel,Real Life,0.605,0.926,7,-4.831,0,0.0372,0.0714,2.18e-05,0.0953,0.49,129.844,236547,4,24.55959,12,1,80
21696,Straight From The Heart,The Allman Brothers Band,0.666,0.836,9,-9.131,1,0.0314,0.134,0.0,0.0515,0.854,131.5,225853,4,30.903,11,1,80
21697,Fall On Me,R.E.M.,0.432,0.852,0,-4.865,1,0.0473,0.0711,0.000391,0.155,0.596,118.256,169920,4,43.24043,6,1,80
21699,Fascinated,Company B,0.744,0.765,1,-12.174,1,0.0344,0.0393,0.707,0.258,0.831,119.743,326467,4,65.8242,10,1,80
21703,Don't Look Any Further,Dennis Edwards,0.753,0.677,9,-7.575,0,0.0424,0.0426,0.0037,0.0699,0.906,95.144,243480,4,32.38653,11,1,80
21705,Paper In Fire,John Mellencamp,0.607,0.905,4,-4.748,1,0.0426,0.00122,0.000261,0.0624,0.533,141.985,231200,4,48.45685,13,1,80
21706,Robert de Niro's Waiting,Bananarama,0.682,0.804,7,-5.522,1,0.0259,0.0458,3.24e-05,0.299,0.904,130.245,209163,4,30.56795,10,1,80
21708,Nice Girls,Eye To Eye,0.779,0.703,7,-6.859,1,0.0591,0.0296,0.137,0.0724,0.855,147.594,310960,4,32.5825,14,1,80
21713,A Little Is Enough,Pete Townshend,0.669,0.684,3,-8.753,1,0.0483,0.356,0.00445,0.1,0.434,142.079,283000,4,38.31094,12,1,80
21715,Dreamin' Of Love,Stevie B,0.699,0.661,7,-14.05,1,0.0623,0.0187,0.000576,0.19,0.666,119.997,246933,4,32.68834,8,1,80
21719,I'm Happy Just To Dance With You,Anne Murray,0.568,0.337,6,-12.948,1,0.0282,0.239,1.95e-05,0.0672,0.618,76.915,227307,4,63.22802,10,1,80
21720,Dancing On The Ceiling,Lionel Richie,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,270720,4,32.10188,14,1,80
21722,Emotions In Motion,Billy Squier,0.529,0.696,2,-5.729,1,0.0595,0.095,0.000459,0.0484,0.712,81.52,298400,4,39.27721,14,1,80
21723,A Good Heart,Feargal Sharkey,0.653,0.884,10,-10.224,1,0.0444,0.417,0.0,0.318,0.762,104.647,281800,4,42.44943,13,1,80
21724,Love On A Two Way Street,Stacy Lattisaw,0.582,0.373,4,-13.638,1,0.0274,0.372,0.00275,0.114,0.501,140.213,251347,4,76.20282,8,1,80
21727,Rock The Casbah,The Clash,0.796,0.872,9,-6.722,0,0.0573,0.287,0.0,0.284,0.866,129.894,222427,4,45.15822,12,1,80
21728,It's Money That Matters,Randy Newman,0.725,0.576,2,-13.247,1,0.0298,0.0485,0.00406,0.066,0.757,124.648,247800,4,31.68801,10,1,80
21734,Without You,David Bowie,0.746,0.653,3,-8.903,1,0.0291,0.115,0.0285,0.288,0.886,119.16,189395,4,38.79153,9,1,80
21741,Lover,Michael Stanley Band,0.589,0.631,4,-9.099,1,0.0334,0.112,0.000154,0.0708,0.422,128.375,290000,4,44.4576,9,1,80
21743,Make It Better (Forget About Me),Tom Petty And The Heartbreakers,0.568,0.607,2,-13.942,1,0.0437,0.107,9.77e-05,0.356,0.782,126.787,263800,4,37.01034,13,1,80
21744,Land Of Confusion,Genesis,0.63,0.909,1,-7.142,1,0.0388,0.0431,8.17e-05,0.23,0.811,115.189,286840,4,42.35933,12,1,80
21747,Midas Touch,Midnight Star,0.882,0.735,0,-6.886,1,0.0547,0.0125,0.0067,0.0267,0.811,117.012,296893,4,66.80107,9,1,80
21748,Love Will Find A Way,Yes,0.593,0.887,11,-7.359,0,0.0318,0.195,0.00047,0.332,0.669,118.402,289733,4,22.22727,16,1,80
21749,Lay Down Your Arms,The Graces,0.56,0.717,7,-9.939,1,0.0356,0.0139,3.59e-05,0.11,0.638,131.22,254733,4,31.49154,10,1,80
21756,Sweet Baby,Stanley Clarke/George Duke,0.627,0.368,4,-14.22,1,0.0451,0.338,0.0,0.229,0.258,145.418,227200,4,21.95435,9,1,80
21757,Romeo's Tune,Steve Forbert,0.528,0.709,9,-7.645,1,0.0301,0.339,0.00732,0.294,0.684,94.887,212400,4,41.00124,7,1,80
21759,My First Night Without You,Cyndi Lauper,0.726,0.458,10,-10.172,1,0.0334,0.195,0.000306,0.111,0.504,104.059,181333,4,24.66649,8,1,80
21761,Stranger In My Home Town,Foghat,0.695,0.94,2,-5.262,0,0.0419,0.0777,3.5e-05,0.303,0.846,133.554,264067,4,64.80079,13,1,80
21762,Girls,Dwight Twilley,0.706,0.727,0,-11.698,1,0.0316,0.0269,0.0,0.192,0.957,130.047,211160,4,40.18077,9,1,80
21769,You Are The One,TKA,0.718,0.654,7,-12.516,1,0.0605,0.0144,0.324,0.18,0.696,120.059,291600,4,38.23116,13,1,80
21770,Let Me Go,The Rings,0.681,0.76,8,-9.198,1,0.0828,0.0569,0.000126,0.104,0.862,134.021,207917,4,29.19835,11,1,80
21772,Not Enough Love In The World,Don Henley,0.525,0.487,0,-12.88,1,0.0372,0.125,7.13e-06,0.127,0.713,166.073,234000,4,23.98251,11,1,80
21773,I Heard It Through The Grapevine,The California Raisins,0.792,0.515,11,-13.25,1,0.0278,0.0633,1.45e-06,0.316,0.91,116.104,224267,4,39.49367,11,1,80
21776,Cool Magic,The Steve Miller Band,0.62,0.572,4,-10.942,1,0.0365,0.446,0.0,0.418,0.961,123.25,265667,4,40.36926,12,1,80
21777,Back In Black,AC/DC,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,25.43071,13,1,80
21779,Maneater,Daryl Hall John Oates,0.451,0.74,11,-9.676,0,0.0994,0.137,0.000323,0.982,0.706,172.896,300920,4,51.20298,14,1,80
21781,I Don't Like Mondays,The Boomtown Rats,0.464,0.46,11,-6.874,1,0.0393,0.717,0.0,0.151,0.476,143.603,259093,4,52.24665,12,1,80
21785,Love Resurrection,Alison Moyet,0.731,0.538,9,-13.344,0,0.0313,0.16,0.00748,0.0716,0.912,122.63,230013,4,38.42519,11,1,80
21786,Make Up Your Mind,Aurra,0.749,0.595,7,-11.059,1,0.0597,0.11,0.00013,0.0497,0.919,116.531,385760,4,35.82288,17,1,80
21787,Let's Wait Awhile,Janet Jackson,0.592,0.2,1,-16.392,1,0.0344,0.823,0.0,0.101,0.382,172.647,277400,4,28.17644,13,1,80
21790,Somebody's Watching Me,Rockwell,0.767,0.712,1,-4.128,0,0.0324,0.0409,8.08e-05,0.132,0.804,124.091,237760,4,19.94958,11,1,80
21796,I'm Bad,LL Cool J,0.624,0.435,2,-15.44,1,0.245,0.000917,1.17e-06,0.41,0.735,179.267,279733,4,63.87658,10,1,80
21797,The Promise,When In Rome,0.629,0.876,0,-10.141,1,0.0444,0.0864,7.72e-05,0.0431,0.358,118.01,220960,4,21.80076,8,1,80
21798,Money For Nothing,Dire Straits,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400,4,32.73861,18,1,80
21802,Another Day In Paradise,Phil Collins,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,4,36.61435,12,1,80
21804,Him,Rupert Holmes,0.718,0.436,4,-13.524,1,0.032,0.339,0.0,0.0504,0.962,109.437,246293,4,28.76514,13,1,80
21805,Send Her My Love,Journey,0.48,0.739,4,-5.696,0,0.0373,0.0923,0.0,0.239,0.25,124.89,234547,4,59.5815,8,1,80
21807,Hands Tied,Scandal Featuring Patty Smyth,0.577,0.738,7,-11.426,1,0.0473,0.0283,0.0,0.0495,0.537,119.74,246800,4,52.79814,10,1,80
21808,Set Me Free,Utopia,0.655,0.726,6,-9.723,1,0.11,0.192,0.000194,0.0752,0.817,125.257,189040,4,18.99571,10,1,80
21813,Holiday,Madonna,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231560,4,116.6305,8,1,80
21815,Running In The Family,Level 42,0.816,0.647,11,-12.208,0,0.0414,0.232,0.0,0.132,0.935,124.833,236560,4,24.87128,14,1,80
21822,Destroyer,The Kinks,0.524,0.755,2,-10.89,1,0.0468,0.0089,0.0,0.0485,0.785,142.543,227067,4,39.1044,10,1,80
21824,Somebody Save Me,Cinderella,0.56,0.716,7,-12.447,1,0.0344,0.00208,0.00333,0.0405,0.723,132.364,194560,4,27.85877,12,1,80
21826,Younger Days,Joe Fagin,0.629,0.534,4,-11.153,1,0.032,0.363,7.88e-06,0.0969,0.32,105.597,198827,4,42.66134,10,1,80
21827,Living On Video,Trans-X,0.7,0.649,7,-9.981,0,0.0331,0.000108,0.67,0.0858,0.965,131.056,354333,4,53.14139,13,1,80
21828,"Run, Runaway",Slade,0.576,0.86,2,-7.22,1,0.0592,8.22e-05,0.00027,0.0517,0.757,128.543,300800,4,24.35974,17,1,80
21829,This Is Not America,David Bowie/Pat Metheny Group,0.715,0.674,0,-11.917,0,0.0376,0.0569,0.0033,0.0519,0.65,115.284,231427,4,67.03511,10,1,80
21832,Right Between The Eyes,Wax,0.63,0.645,9,-13.123,1,0.0266,0.156,0.0205,0.148,0.925,93.177,248627,4,24.21999,12,1,80
21833,"Pay The Devil (Ooo, Baby, Ooo)",The Knack,0.539,0.642,0,-4.446,1,0.0252,0.0471,6.52e-05,0.0946,0.324,104.547,249333,3,29.49674,11,1,80
21834,Mama Used To Say,Junior,0.773,0.457,1,-12.504,0,0.0288,0.108,0.00035,0.0692,0.775,109.756,401333,4,19.09675,16,1,80
21835,On The Line,Tangier,0.448,0.777,2,-8.604,1,0.0309,0.0692,0.000182,0.075,0.566,91.305,282387,4,23.48413,9,1,80
21837,Penny Lover,Lionel Richie,0.691,0.527,6,-9.203,0,0.0343,0.518,0.00169,0.0979,0.638,100.383,226107,4,31.54241,12,1,80
21840,Everlasting Love,Howard Jones,0.653,0.865,0,-5.501,1,0.0251,0.0868,1.59e-05,0.168,0.897,105.577,259040,4,39.5596,10,1,80
21841,It's Just The Sun,Don McLean,0.589,0.426,0,-10.802,1,0.0273,0.427,1.15e-05,0.327,0.788,107.761,152160,4,35.54065,10,1,80
21842,Is It Love,J.J. Fad,0.747,0.251,3,-16.9,0,0.147,0.00249,0.098,0.063,0.781,85.846,183040,4,34.47951,9,1,80
21843,Let Me In,Eddie Money,0.734,0.668,10,-12.596,0,0.0449,0.273,0.0,0.111,0.772,101.046,293293,4,28.22006,15,1,80
21844,What You Do To Me,Carl Wilson,0.709,0.75,6,-6.93,1,0.0478,0.13,0.0,0.0611,0.864,122.337,234747,4,47.91101,12,1,80
21845,Venus,Bananarama,0.685,0.957,9,-4.403,1,0.0527,0.0223,0.73,0.161,0.892,126.104,228653,4,45.09031,12,1,80
21846,Anotherloverholenyohead,Prince And The Revolution,0.839,0.526,9,-12.717,1,0.0403,0.294,0.000599,0.325,0.863,103.974,240693,4,69.34509,11,1,80
21847,There's Nothing Better Than Love,Luther Vandross with Gregory Hines,0.457,0.437,9,-12.037,1,0.0672,0.511,0.0,0.125,0.6,68.577,283733,4,49.61631,8,1,80
21849,Back To School Again,Four Tops,0.667,0.58,0,-7.218,0,0.0289,0.077,0.0,0.15,0.505,144.504,229400,4,15.81412,10,1,80
21851,Coming Around Again,Carly Simon,0.631,0.363,5,-14.331,1,0.0336,0.632,4.64e-05,0.084,0.266,138.367,219160,4,43.23499,11,1,80
21852,Ashes By Now,Rodney Crowell,0.765,0.25,7,-18.32,1,0.0303,0.0533,1.55e-05,0.0962,0.754,98.364,251467,4,30.74021,8,1,80
21853,I've Got A Rock N' Roll Heart,Eric Clapton,0.725,0.73,9,-6.514,1,0.0299,0.312,0.0,0.161,0.805,100.021,193387,4,103.06483,8,1,80
21854,Love Zone,Billy Ocean,0.726,0.83,7,-6.104,1,0.0656,0.192,5.27e-05,0.101,0.823,95.029,253200,4,39.38946,10,1,80
21856,The Old Man Down The Road,John Fogerty,0.768,0.809,9,-5.816,1,0.0289,0.0271,0.000633,0.0584,0.737,133.838,214093,4,23.0306,12,1,80
21857,It's A Hard Life,Queen,0.426,0.599,3,-6.203,1,0.029,0.427,0.0,0.152,0.292,82.31,246973,4,31.20635,10,1,80
21860,Every Home Should Have One,Patti Austin,0.782,0.637,2,-12.656,1,0.0268,0.149,2.44e-05,0.0513,0.923,102.216,206960,4,51.24457,8,1,80
21863,Rock Of Life,Rick Springfield,0.506,0.7,2,-5.503,0,0.0648,0.107,0.0,0.0377,0.669,164.192,232013,4,16.52941,9,1,80
21864,I Know What I Like,Huey Lewis & The News,0.64,0.669,2,-11.029,1,0.0305,0.0354,1.54e-05,0.365,0.883,108.155,239600,4,65.68769,10,1,80
21865,You Give Love A Bad Name,Bon Jovi,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,4,24.76121,13,1,80
21873,Longer,Dan Fogelberg,0.308,0.0427,7,-24.709,1,0.0336,0.865,0.0,0.179,0.383,158.399,195067,4,23.82387,9,1,80
21875,Emotional Rescue,The Rolling Stones,0.678,0.621,5,-5.478,1,0.0623,0.111,0.0973,0.0394,0.776,113.389,339400,4,49.67705,15,1,80
21876,Shake You Down,Gregory Abbott,0.787,0.474,11,-10.384,0,0.0265,0.523,0.0,0.235,0.826,94.995,245413,4,22.57103,13,1,80
21886,Piece Of My Heart,Sammy Hagar,0.516,0.56,2,-11.029,1,0.0339,0.0544,0.000431,0.0698,0.713,89.574,237693,4,31.47582,12,1,80
21889,Colors,Ice-T,0.847,0.92,10,-7.261,0,0.287,0.0902,1.33e-05,0.126,0.519,93.532,266027,4,63.9597,8,1,80
21890,Cars,Gary Numan,0.546,0.578,2,-8.745,1,0.0406,0.0114,6.54e-05,0.0692,0.819,128.037,238907,4,28.50079,13,1,80
21892,Cherish,Madonna,0.703,0.685,2,-11.581,1,0.033,0.323,0.000567,0.0537,0.963,131.842,303493,4,26.6165,16,1,80
21893,French Kissin,Debbie Harry,0.633,0.606,0,-11.938,1,0.0306,0.241,1.93e-05,0.07,0.785,97.264,314360,4,31.86608,16,1,80
21894,Crazy About Her,Rod Stewart,0.74,0.628,7,-14.553,0,0.0401,0.0507,7.63e-05,0.297,0.755,107.873,299093,4,63.39087,13,1,80
21895,Don't Make Me Over,Jennifer Warnes,0.6,0.437,0,-8.064,1,0.0269,0.534,8.93e-06,0.0713,0.294,82.026,260733,3,35.08264,12,1,80
21897,You Don't Want Me Anymore,Steel Breeze,0.531,0.6,4,-12.08,1,0.0447,0.232,6.84e-06,0.615,0.66,144.231,207240,4,29.9475,8,1,80
21898,"Love Touch (Theme From ""Legal Eagles"")",Rod Stewart,0.494,0.762,4,-13.15,1,0.0448,0.0381,2.33e-05,0.0475,0.831,179.009,243933,4,30.80751,10,1,80
21899,Save Your Love,Great White,0.443,0.632,4,-6.221,0,0.0305,0.342,8.09e-06,0.157,0.178,111.464,278693,4,26.55395,13,1,80
21902,Give Me All Your Love,Whitesnake,0.196,0.936,9,-6.401,0,0.113,0.000895,0.000109,0.0827,0.152,102.731,208133,1,33.21415,9,1,80
21904,"The More You Live, The More You Love",A Flock Of Seagulls,0.612,0.845,11,-5.565,0,0.0352,0.00224,0.00168,0.582,0.769,139.514,249107,4,35.92826,11,1,80
21905,I Gotta Try,Michael McDonald,0.808,0.417,9,-15.226,0,0.0316,0.103,0.0,0.0609,0.887,114.558,235333,4,29.30654,11,1,80
21906,Fantasy Girl,38 Special,0.418,0.775,4,-9.591,1,0.0333,0.0531,0.00125,0.0932,0.845,123.524,247267,4,32.86564,14,1,80
21907,I've Never Been To Me,Charlene,0.634,0.448,10,-8.468,1,0.0304,0.798,1.39e-06,0.226,0.367,121.933,257707,4,38.4083,11,1,80
21910,Church Of The Poison Mind,Culture Club,0.597,0.902,7,-4.246,0,0.0355,0.0899,0.0,0.65,0.96,130.674,212147,4,29.27334,13,1,80
21915,Let It All Blow,Dazz Band,0.806,0.584,5,-12.48,0,0.0476,3.73e-05,0.691,0.0562,0.543,115.343,410467,4,29.18479,18,1,80
21916,Love Pains,Yvonne Elliman,0.701,0.542,9,-12.58,0,0.0568,0.00123,0.000903,0.0255,0.333,120.496,463880,4,34.17389,19,1,80
21917,Find A Way,Amy Grant,0.72,0.876,10,-4.828,0,0.0339,0.186,0.0,0.313,0.489,129.464,208400,4,42.19495,9,1,80
21920,Someone Belonging To Someone,Bee Gees,0.706,0.284,10,-15.99,0,0.0379,0.714,6.26e-06,0.388,0.338,125.799,263133,4,42.75725,14,1,80
21923,Live To Tell,Madonna,0.673,0.314,2,-14.156,0,0.0279,0.411,0.0334,0.107,0.27,109.841,353000,4,21.40416,18,1,80
21924,Nothing Ever Goes As Planned,Styx,0.6,0.484,7,-11.379,0,0.0354,0.164,1.41e-05,0.0682,0.831,114.029,286827,4,35.94162,15,1,80
21926,Hearts On Fire,Steve Winwood,0.65,0.849,2,-13.363,1,0.0356,0.0601,0.0394,0.0686,0.889,120.002,317560,4,22.71795,17,1,80
21927,Right Next To Me,Whistle,0.347,0.236,3,-13.536,1,0.0291,0.688,0.0,0.111,0.281,170.154,315040,4,47.31661,13,1,80
21933,Turning Japanese,The Vapors,0.503,0.803,0,-9.701,1,0.0485,0.01,0.0648,0.292,0.941,179.007,225187,4,35.57974,12,1,80
21936,I Don't Care Anymore,Phil Collins,0.703,0.422,11,-8.297,1,0.0378,0.188,0.00311,0.0851,0.442,140.494,305707,4,39.27494,15,1,80
21938,Shock The Monkey,Peter Gabriel,0.784,0.662,0,-8.539,1,0.0627,0.11,0.00136,0.112,0.923,148.416,328440,4,17.15824,17,1,80
21939,Power,The Temptations,0.832,0.756,1,-13.407,1,0.0941,0.262,0.013,0.197,0.763,125.105,367093,4,22.43102,18,1,80
21940,My Girl,Donnie Iris,0.637,0.716,0,-10.843,1,0.0339,0.0263,0.0,0.109,0.91,102.863,236200,4,80.42533,8,1,80
21942,Little Red Corvette,Prince,0.738,0.665,1,-14.28,1,0.102,0.258,0.000149,0.157,0.647,122.548,303613,4,22.58143,16,1,80
